filer,filingYear,name,description,fmv,nature,acquired,disposed,formUrl,legislatorDigitalDemocracyUrl
Richard Roth,2023,Nustar Energy,CRUDE PETROL PIPELINE,"$10,001 - $100,000",Other,2016-11-17,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Nustar Energy,CRUDE PETROL PIPELINE,"$10,001 - $100,000",Other,2017-04-25,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Office Properties Income,REITS,"$10,001 - $100,000",Other,2020-06-16,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Oge Energy Corp.,ENERGY,"$2,000 - $10,000",Stock,2020-06-30,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Old Republic,INSURANCE,"$2,000 - $10,000",Stock,2021-09-30,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Olin Corp,MATERIALS,"$2,000 - $10,000",Stock,2022-04-07,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Partnerre Ltd,FINANCE - PREFERRED,"$10,001 - $100,000",Stock,2021-03-09,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Paychex,INDUSTRIALS,"$2,000 - $10,000",Stock,2018-11-12,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Penny Mac Invt,FINANCIALS - PREFERRED,"$10,001 - $100,000",Stock,2021-08-17,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Pepsi Co.,CONSUMER DEFENSIVE,"$10,001 - $100,000",Stock,2020-11-19,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Perrigo Co,HEALTHCARE,"$2,000 - $10,000",Stock,2022-01-26,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Pnc Financial Services,FINANCIALS,"$10,001 - $100,000",Stock,2020-01-22,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Post Hldgs Inc.,CONSUMER DEFENSE,"$2,000 - $10,000",Stock,2020-09-30,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Proctor & Gamble,INDUSTRIALS,"$10,001 - $100,000",Stock,2020-12-01,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Proctor & Gamble,CONSUMER STAPLE,"$10,001 - $100,000",Stock,2013-10-03,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Proctor & Gamble,CONSUMER STAPLE,"$10,001 - $100,000",Stock,2014-01-06,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Prologis Inc.,REAL ESTATE,"$2,000 - $10,000",Stock,2020-07-24,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Public Storage,REITS,"$10,001 - $100,000",Other,2019-02-28,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Qualcomm,TECHNOLOGY,"$2,000 - $10,000",Stock,2020-10-14,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,RITHM CAPITAL CORP. 7.5%,REITS,"$10,001 - $100,000",Other,2019-06-25,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,RTX (formerly Raytheon),INDUSTRIAL,"$2,000 - $10,000",Stock,2023-02-23,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Realty Income,REAL ESTATE,"$2,000 - $10,000",Stock,2019-02-04,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Rithm Capital Corp.,REITS,"$10,001 - $100,000",Other,2019-08-08,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Rithm Capital Corp.,REITS,"$10,001 - $100,000",Other,2020-02-11,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Sealed Air Corp,INDUSTRIAL,"$2,000 - $10,000",Stock,2021-02-26,2023-03-29,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Sempra Energy,ENERGY,"$10,001 - $100,000",Stock,2018-11-12,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Starbucks,CONSUMER DEFENSIVE ,"$10,001 - $100,000",Stock,2018-11-12,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Telephone & Data Systems,COMMUNICATIONS - PREFERRED,"$10,001 - $100,000",Stock,2021-02-23,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Texas Instruments,TECH,"$10,001 - $100,000",Stock,2021-02-09,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Triton International Ltd,INDUSTRIAL - PREFERRED,"$10,001 - $100,000",Stock,2021-08-11,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Triton International Ltd,EQUIPMENT RENTAL,"$10,001 - $100,000",Other,2020-01-16,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Truist Financial Corp.,FINANCIAL SERVICES,"$10,001 - $100,000",Other,2020-07-30,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Truist Financial Corp.,FINANCIALS,"$2,000 - $10,000",Stock,2018-11-12,2023-08-03,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,"Tsakos Energy Navigation, Ltd.",ENERGY,"$2,000 - $10,000",Other,2017-03-29,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Two Harbors Investment Corp.,FINANCIAL SERVICES,"$10,001 - $100,000",Other,2017-03-07,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Tyson Foods,CONSUMER,"$2,000 - $10,000",Stock,2023-04-12,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,UPS,CONSUMER,"$2,000 - $10,000",Stock,2021-02-09,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,US Bancorp,FINANCIALS,"$10,001 - $100,000",Stock,2019-05-17,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,US Cellular,TELECOM,"$10,001 - $100,000",Other,2020-11-30,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,US Cellular,COMMUNICATIONS - PREFERRED,"$10,001 - $100,000",Stock,2021-05-10,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,US Steel,INDUSTRIAL,"$2,000 - $10,000",Stock,2022-02-22,2023-09-28,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Ugi Corp.,UTILITIES,"$2,000 - $10,000",Stock,2020-07-15,2023-03-30,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Vistra Corp.,UTILITIES,"$2,000 - $10,000",Stock,2020-12-17,2023-08-03,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Vontier Corp Com,INDUSTRIAL,"$2,000 - $10,000",Stock,2021-01-13,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,WGC Energy Group,ENERGY,"$2,000 - $10,000",Stock,2018-11-12,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,WILLIAMS CO,ENERGY,"$10,001 - $100,000",Stock,2023-08-03,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Williams,ENERGY,"$2,000 - $10,000",Stock,2020-01-31,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Richard Roth,2023,Willis Towers,FINANCIAL,"$2,000 - $10,000",Stock,2022-05-19,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Blanca Rubio,2023,ANIXA BIOSCIENCES INC,BIOTECHNOLOGY COMPANY,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,AT&T,TELECOMMUNICATIONS & TECHNOLOGY ,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,Coca Cola,BEVERAGE COMPANY,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,Dexcom,MEDICAL DEVICE MANUFACTURER,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,ENOVIX CORPORATION,BATTERY MANUFACTURER,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,GRUPO TELEVISA,MEDIA COMPANY,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,RIVIAN AUTOMOTIVE INC,ELECTRIC VEHICLE MANUFACTURER,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,Southwest Airlines,PASSENGER AIRLINE COMPANY,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Blanca Rubio,2023,TANDEM DIABETES CARE INC,MEDICAL DEVICE MANUFACTURER,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d188c6f3-3893-4231-8805-2310c4afe4d7.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Miguel Santiago,2022,Altaba Inc,Management Investment Company,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d8106c19-5f44-4f59-b172-6ccc2e75fd68.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2022,Home Depot,Retail Services,"$100,001 - $1,000,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d8106c19-5f44-4f59-b172-6ccc2e75fd68.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2022,Meta,Social Media,"$10,001 - $100,000",Other,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d8106c19-5f44-4f59-b172-6ccc2e75fd68.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2022,Visa,Financial Services,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d8106c19-5f44-4f59-b172-6ccc2e75fd68.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2023,Home Depot,Retail Services,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1bc84844-2e5c-4d19-959b-2684147df538.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2023,Meta,Social Media,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1bc84844-2e5c-4d19-959b-2684147df538.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2023,Meta,Social Media,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1bc84844-2e5c-4d19-959b-2684147df538.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Miguel Santiago,2023,Visa,Financial Services,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1bc84844-2e5c-4d19-959b-2684147df538.pdf,https://digitaldemocracy.calmatters.org/legislators/miguel-santiago-17
Esmeralda Soria,2023,Electronics Recyclers International,Recycling Company,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Fresno First Bank,Bank,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Thaler Investments,Real Estate,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Thaler Investments,Real Estate,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Thaler Investments,Real Estate,"$100,001 - $1,000,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Tri Ta,2022,CVS,Pharmacy business,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fb1526de-149b-42ba-99f9-008b96a1b21b.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2022,Tesla,Automobile Manufacturer,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fb1526de-149b-42ba-99f9-008b96a1b21b.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2023,CVS,Pharmacy business,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/19996954-77cb-4355-bd9b-91cca6ff9f8c.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2023,Tesla,Automobile Manufacturer,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/19996954-77cb-4355-bd9b-91cca6ff9f8c.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Phil Ting,2022,Disney,,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7a672e5a-c7fb-46f3-8ca2-813e4fb4a807.pdf,https://digitaldemocracy.calmatters.org/legislators/philip-ting-30
Phil Ting,2023,Disney,,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/75f2f886-3fa6-4520-a9e1-b2fea9f4391d.pdf,https://digitaldemocracy.calmatters.org/legislators/philip-ting-30
Tom Umberg,2021,3M Company,Adhesives and Office products,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Alphabet,Information,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Amazon,Product Sales and Distribution,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Amegen,Biopharmaceutical,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Apple,Techonology,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Disney,Entertainment,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Immunogen Inc.,Medical Research,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Microsoft,Computer and Software,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Paypal,Money Disbursement,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Pfizer,Medical Supplies,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Repligen,Manufacture and Biological Medications,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Siga Technologies,Pharmaceutical,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Starbucks,Coffee,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Tesla,Automobiles,"$10,001 - $100,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Verizon Communications,Telecommunications,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Walmart,Retail,"$2,000 - $10,000",Stock,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
