filer,filingYear,sourceName,amount,date,description,formUrl,legislatorGlassHouseUrl
Chris Holden,2022,Adobe max,91.46,2022-10-19,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,Walt Disney Company,60,2022-11-09,Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,Ryan LLC,520,2022-11-13,Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,California Democratic Party,62.95,2022-05-03,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,California Democratic Party,67.87,2022-08-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,California Democratic Party,61.78,2022-11-09,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,City of Pasadena,440,2022-12-21,Event Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,California Labor Federation,100,2022-05-16,Dinner Ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,California Armenian Legislative Caucus,108.51,2022-08-17,Jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,Fox Studio Lot,150,2022-02-12,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,Armenian National Committee of America,147,2022-09-25,Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2022,Amazon,517.14,2022-12-08,Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/515676c3-90a6-42fb-afca-b36c68e40067.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,California Democratic Party,56.93,2021-05-04,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,California Democratic Party,60.99,2021-08-24,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,Rendon for Assembly 2020,49.5,2021-07-19,Birthday gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,Rendon for Assembly 2020,24.64,2021-01-28,photo book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,Rendon for Assembly 2020,14.98,2021-04-19,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,Rendon for Assembly 2020,7.09,2021-07-07,Meal/Asm McCarty's House,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,California Armenian Legislative Caucus,106.2,2021-08-27,jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,City of Pasadena,990,2021-11-17,9 Rose Parade Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Chris Holden,2021,Mobility 21,54.18,2021-09-30,conference bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d2febb30-27cd-4009-b9e9-d104a4b76a5c.pdf,https://calmatters.org/legislator-tracker/chris-holden-1960
Ben Hueso,2021,Rincon Band of Luiseño Indians,153.3,2021-01-22,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Rincon Band of Luiseño Indians,155,2021-08-10,tickets to Padres game,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Rincon Band of Luiseño Indians,211.58,2021-10-14,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Urika Center for Policy Research,280,2021-11-03,acconnodations,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Urika Center for Policy Research,386,2021-11-03,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Urika Center for Policy Research,20.5,2021-09-02,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Re-Elect Senator Atkins 2020,158.2,2021-05-24,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Re-Elect Senator Atkins 2020,140.87,2021-06-21,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Javier Garza Calderon Buffington,299.95,2021-12-20,wine bottle,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Grupo Gentor,132,2021-08-31,food/drink,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Don Chente Bar & Grill,20,2021-08-24,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Ben Hueso,2021,Don Chente Bar & Grill,44,2021-09-02,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/61fec7f1-4e75-4cc1-ac33-b3240dc3db73.pdf,https://calmatters.org/legislator-tracker/ben-hueso
Melissa Hurtado,2022,California Camber of Commerce ,87.55,2022-02-09,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Civil Justice Association of California,56.08,,Award,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,California Citrus Mutual,212.89,2022-05-24,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Women in California Leadership,80,2022-08-16,Women's Equity Swag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Napa Valley Vitners,100,2022-08-17,"Appetizers, Beverages",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Visit Napa Valley,102.5,2022-08-17,Transportation and Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Winegrowers of Napa County,114.65,2022-08-17,Dinner Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,California Issues Forum,128,2022-08-22,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,California Latino Caucus Foundation,75.85,2022-08-23,"Framed ""Commemorativ...""",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Kern County Cattlemen's Association,50,2022-10-21,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2022,Friant Water Authority,70,2022-05-04,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/53cb505f-fc5f-45fd-a6e5-34a4e5453820.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado-1988
Melissa Hurtado,2021,California Tribal Business Alliance,53,2021-07-14,"Food, Bev, Entertainm",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Recording Industry Association of America,520,2021-11-17,Latin Grammy's,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,California Chamber of Commerce,30,2021-08-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Kern County Farm Bureau,150,2021-10-09,"Ticket, Dinner",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,"California State University Bakersfield, Office of Events",74,2021-10-01,"Tote, Pen, Water Bottle",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Kings Firefighters Association,60,2021-12-17,Blanket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Hertzberg for Senate 2018,59.48,2022-07-07,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,California Cotton Ginners and Growers Association,75,2021-09-12,Ticket/Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Adam Gray for Assembly 2020,98.45,2021-03-24,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Susan Rubio for Senate 2022,68.99,2021-08-09,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Melissa Hurtado,2021,Susan Rubio for Senate 2022,37.2,2021-05-05,RBG Collar/Tote,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/80bf015f-d04b-46a5-b697-6a83ee57cde3.pdf,https://calmatters.org/legislator-tracker/melissa-hurtado
Jacqui Irwin,2022,Planned Parenthood ,39.2,2022-01-20,Shirt & Pashmina ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Wine Institute of California,127.45,2022-03-07,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Issues Forum,20.42,2022-03-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Chamber of Commerce,2.39,2022-03-02,Dinner ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Rice Commission,41,2022-03-15,Rice box ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Universal Music Group,91.31,2022-03-21,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Equality California,90,2022-03-22,Awards Reception ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Rendon for Assembly,66.06,2022-03-28,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Democratic Party,62.96,2022-05-03,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Recording Industry Association of America,97.76,2022-03-23,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Los Angeles World Airports,30,2022-03-21,Q1 Parking,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Los Angeles World Airports,60,2022-12-31,Q4 Parking,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Associated General Contractors of California ,73.81,2022-05-10,Reception & Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Paramount Pictures,55.67,2022-05-11,Reception & Movie ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Issues Forum,14.32,2022-05-23,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Issues Forum,20.28,2022-06-14,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Issues Forum,135,2022-06-27,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Association of Nonprofits ,49.18,2022-06-08,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Central Coast Labor Council,100,2022-05-16,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California State University,7.8,2022-05-24,Vest,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Low for Assembly,,2022-07-14,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Fndn for CA's Technology & Innovation Economy,120,2022-08-04,Gift Bag ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Democratic Party,67.87,2022-08-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Democratic Party,61.78,2022-11-09,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Women in California Leadership,162.54,2022-08-02,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,Women in California Leadership,22.01,2022-12-05,Plants,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
Jacqui Irwin,2022,California Issues Forum,19.74,2022-08-15,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e866aaa-a437-401a-a48d-d4292f6dc768.pdf,https://calmatters.org/legislator-tracker/jacqui-irwin-1962
